Player,Squad,Pos,Min,xG,xA,season
Kylian Mbappe-Lottin,Paris Saint Germain,FW,2144.0,21.30484156869352,6.111246053129435,2023-24
Alexandre Lacazette,Lyon,FW,2328.0,14.314888790249825,2.1464070649817586,2023-24
Jonathan Christian David,Lille,FW,2662.0,20.245989114046097,3.6278544832021,2023-24
Pierre-Emerick Aubameyang,Marseille,FW,2651.0,22.92249481752515,5.676151594147086,2023-24
Wissam Ben Yedder,Monaco,FW,2329.0,15.413016859441996,5.340569153428078,2023-24
Thijs Dallinga,Toulouse,FW,2526.0,15.851471649482846,1.827732164412737,2023-24
Georges Mikautadze,Metz,FW,1767.0,9.639897767454386,2.277865383774042,2023-24
Terem Igobor Moffi,Nice,FW,1985.0,10.773453200235963,4.1571652777493,2023-24
Gonçalo Ramos,Paris Saint Germain,FW,1432.0,10.042182721197605,2.3267749901860952,2023-24
Arnaud Kalimuendo Muinga,Rennes,FW,2185.0,9.685840448364615,2.3931171717122197,2023-24
Takumi Minamino,Monaco,FW,2159.0,7.044541770592332,5.270321061834693,2023-24
Benjamin Bourigeaud,Rennes,FW,2467.0,9.492334720678627,6.859400821849704,2023-24
Téji Savanier,Montpellier,MF,2802.0,9.534016711637378,8.263342382386327,2023-24
Sepe Elye Wahi,"Lens,Montpellier",FW,1723.0,14.083894703537226,3.1773214172571898,2023-24
Romain Del Castillo,Brest,FW,2557.0,5.3914333544671535,10.25096280220896,2023-24
Muhammed-Cham Saracevic,Clermont Foot,FW,2580.0,9.278165878728032,3.048882992938161,2023-24
Mostafa Mohamed,Nantes,FW,2052.0,7.874880239367485,2.762396715581417,2023-24
Akor Adams,Montpellier,FW,2304.0,13.71569935977459,1.9707514513283968,2023-24
Emanuel Emegha,Strasbourg,FW,2105.0,10.774887776002288,0.33968299720436335,2023-24
Mohamed Bamba,Lorient,FW,1163.0,7.7029648795723915,2.106854500249028,2023-24
Florian Sotoca,Lens,FW,2615.0,8.699992233887315,7.505253344774246,2023-24
Wesley Said,Lens,FW,1004.0,6.774058876559138,1.0907432921230793,2023-24
Martin Terrier,Rennes,FW,1561.0,5.484762106090784,3.058112908154726,2023-24
Amine Gouiri,Rennes,FW,2090.0,8.593208337202668,2.2471080673858523,2023-24
Mahdi Camara,Brest,MF,2071.0,5.036631565541029,3.4732709750533104,2023-24
Vitinha,Paris Saint Germain,FW,2127.0,3.1169276209548116,3.475747575983405,2023-24
Folarin Balogun,Monaco,FW,1712.0,12.501815546303988,3.4841915406286716,2023-24
Maghnes Akliouche,Monaco,FW,1618.0,5.47180512920022,3.7820165380835533,2023-24
Aleksandr Golovin,Monaco,FW,2177.0,4.375330166891217,5.106445733457804,2023-24
Jeremie Boga,Nice,FW,2034.0,5.111232029274106,5.038571942597628,2023-24
Steve Mounie,Brest,FW,1778.0,10.936348255723715,1.9047060329467058,2023-24
Vincent Sierro,Toulouse,MF,2268.0,5.410428666509688,2.1507469648495317,2023-24
Arnaud Nordin,Montpellier,FW,1253.0,3.4023736231029034,3.0597617737948895,2023-24
Randal Kolo Muani,Paris Saint Germain,FW,1261.0,6.060104067437351,2.945527248084545,2023-24
Evann Guessand,Nice,FW,1508.0,9.788425955921412,1.4258180130273104,2023-24
Kamory Doumbia,Brest,MF,845.0,3.515577346086502,1.029841810464859,2023-24
Edon Zhegrova,Lille,FW,2333.0,6.623751133680344,6.066135792993009,2023-24
Teddy Teuma,Reims,MF,2143.0,3.2207208909094334,3.9529196303337812,2023-24
André Ayew,Le Havre,FW,1106.0,3.90908195823431,1.1872607376426458,2023-24
Gaetan Laborde,Nice,FW,1922.0,8.125969402492046,2.399031098932028,2023-24
Romain Faivre,Lorient,FW,1452.0,2.751144153997302,1.3688614312559366,2023-24
Bafode Diakite,Lille,DF,1695.0,2.9714528992772102,1.72285920009017,2023-24
Yusuf Yazici,Lille,FW,1318.0,6.340119296684861,2.655162677168846,2023-24
Matthis Abline,Nantes,FW,1048.0,3.4755435390397906,2.2668968997895718,2023-24
Mohamed Bayo,Le Havre,FW,1408.0,7.344980435445905,0.6225849771872163,2023-24
Frank Magri,Toulouse,FW,1425.0,3.865499809384346,1.3850213140249252,2023-24
Eli Junior Kroupi,Lorient,FW,1065.0,4.23556845728308,2.0847119065001607,2023-24
Oumar Diakité,Reims,FW,1601.0,6.596211787313223,1.855064818635583,2023-24
Mousa Al Tamari,Montpellier,FW,1969.0,4.405066933482885,3.3391671553254128,2023-24
Emmanuel Sabbi,Le Havre,FW,1598.0,4.6934321243315935,1.693899305537343,2023-24
Mohamed Daramy,Reims,FW,1674.0,6.099191207438707,2.9156137630343437,2023-24
Marco Asensio,Paris Saint Germain,FW,1113.0,4.186658531427383,5.453711749985814,2023-24
Kevin Gameiro,Strasbourg,FW,1347.0,3.81428830511868,3.140614176169038,2023-24
Benjamin André,Lille,MF,2576.0,3.6749807577580214,1.4772163350135088,2023-24
Ludovic Blas,Rennes,FW,1561.0,4.779703591018915,1.9489189833402634,2023-24
Achraf Hakimi,Paris Saint Germain,DF,1933.0,3.9934143386781216,5.582610415294766,2023-24
Pierre Lees-Melou,Brest,MF,2530.0,2.4142561042681336,3.0143834725022316,2023-24
Yunis Abdelhamid,Reims,DF,2785.0,3.332101697102189,0.22976422309875488,2023-24
Florent Mollet,Nantes,FW,2100.0,6.727348856627941,2.38288186583668,2023-24
Denis Zakaria,Monaco,DF,2155.0,2.2434440618380904,1.0849895384162664,2023-24
Youssouf Fofana,Monaco,MF,2709.0,5.708632782101631,4.075116904452443,2023-24
Marshall Munetsi,Reims,FW,2187.0,7.32050568331033,1.812375396490097,2023-24
Jeremy Le Douaron,Brest,FW,1634.0,7.360610231757164,0.5459868758916855,2023-24
David Pereira Da Costa,Lens,FW,1508.0,3.3974218741059303,2.882254445925355,2023-24
Martín Satriano,Brest,FW,1883.0,6.565474736504257,3.3374714450910687,2023-24
Ahmadou Bamba Dieng,Lorient,FW,530.0,3.5050003714859486,1.2395724318921566,2023-24
Deiver Machado,Lens,DF,1136.0,1.784729102626443,1.255944062024355,2023-24
Bradley Barcola,"Lyon,Paris Saint Germain",FW,1665.0,5.587399275973439,5.790045220404863,2023-24
Désiré Doué,Rennes,FW,1613.0,2.506785422563553,3.2440088354051113,2023-24
Shamar Nicholson,Clermont Foot,FW,1489.0,6.594864312559366,1.1917400257661939,2023-24
Ibrahim Salah,Rennes,FW,480.0,3.4569018948823214,0.8240513857454062,2023-24
Keito Nakamura,Reims,FW,1410.0,3.65666695125401,1.6749480552971363,2023-24
Nabil Alioui,Le Havre,FW,1026.0,2.152775105088949,1.971198357641697,2023-24
Jake O&#039;Brien,Lyon,DF,2369.0,3.1601644456386566,1.7144725359976292,2023-24
Ousmane Dembélé,Paris Saint Germain,FW,1522.0,5.467531647533178,7.214480429887772,2023-24
Said Benrahma,Lyon,FW,799.0,1.6094996351748705,3.6835075058043003,2023-24
Ismaila Sarr,Marseille,FW,1434.0,4.0526722595095634,2.7649366967380047,2023-24
Matthieu Udol,Metz,DF,2700.0,1.55330375675112,2.9960991982370615,2023-24
Lebo Mothiba,Strasbourg,FW,597.0,5.460810614749789,0.18768267706036568,2023-24
Christopher Operi,Le Havre,DF,2448.0,1.9374558152630925,4.1019867630675435,2023-24
Ablie Jallow,Metz,FW,924.0,2.1019286774098873,0.7209161873906851,2023-24
Samuel Gigot,Marseille,DF,1735.0,3.7836338691413403,0.6496247239410877,2023-24
Yann Gboho,Toulouse,FW,1215.0,1.6321332231163979,1.9749648943543434,2023-24
Moses Simon,Nantes,FW,1803.0,4.668348058126867,3.968233197927475,2023-24
Lee Kang-In,Paris Saint Germain,FW,1477.0,2.020375344902277,3.2733469223603606,2023-24
Pereira Lage,Brest,FW,1167.0,3.957470413297415,2.3346722200512886,2023-24
Lilian Brassier,Brest,DF,2679.0,1.2170368153601885,0.634378707036376,2023-24
Cheick Tidiane Sabaly,Metz,FW,1408.0,2.5835357382893562,1.141747161746025,2023-24
Jonathan Clauss,Marseille,DF,2089.0,1.394891146570444,4.359142733737826,2023-24
Dilane Bakwa,Strasbourg,FW,2187.0,3.3611376946792006,5.99444548971951,2023-24
Iliman Ndiaye,Marseille,FW,1647.0,4.741980096325278,2.8300538305193186,2023-24
Dion Moise Sahi,Strasbourg,FW,613.0,3.761172002181411,1.2162883467972279,2023-24
Przemyslaw Frankowski,Lens,DF,2199.0,4.1157539039850235,4.827693289145827,2023-24
Habib Diarra,Strasbourg,FW,2337.0,3.1546090682968497,1.586253142915666,2023-24
Vanderson,Monaco,DF,1677.0,2.644009420182556,2.2012882940471172,2023-24
Nicolás Tagliafico,Lyon,DF,2139.0,3.263522985391319,0.8974769078195095,2023-24
Zakaria Aboukhlal,Toulouse,FW,764.0,3.2044861800968647,0.2308216318488121,2023-24
Khalil Fayad,Montpellier,FW,1022.0,2.1196256168186665,0.9183327397331595,2023-24
Junya Ito,Reims,FW,2745.0,5.085144154727459,11.214461904019117,2023-24
Julien Ponceau,Lorient,FW,2272.0,3.197014134377241,2.7552311634644866,2023-24
Vitinha,Marseille,FW,921.0,5.534087149426341,2.816041424870491,2023-24
Amir Richardson,Reims,MF,1354.0,2.0540283527225256,1.2164121214300394,2023-24
Ernest Nuamah,Lyon,FW,1861.0,4.488262306898832,4.6635559890419245,2023-24
Amir Murillo,Marseille,DF,979.0,0.9443634413182735,1.604901198297739,2023-24
Malick Fofana,Lyon,FW,521.0,2.3040476609021425,0.6635458040982485,2023-24
Faris Moumbagna,Marseille,FW,532.0,2.297125905752182,0.9849253073334694,2023-24
Chancel Mbemba,Marseille,DF,2213.0,1.8016112111508846,0.9920555800199509,2023-24
Joel Asoro,Metz,FW,849.0,0.8502524234354496,0.45499365124851465,2023-24
Carlos Soler,Paris Saint Germain,DF,1086.0,1.7773496247828007,2.3036557398736477,2023-24
Sergio Akieme,Reims,DF,806.0,1.1321421954780817,0.32174989208579063,2023-24
Daler Kuzyaev,Le Havre,FW,2114.0,1.9548383736982942,1.2785213775932789,2023-24
Frederic Guilbert,Strasbourg,DF,2514.0,0.9530006088316441,1.2549135070294142,2023-24
Benjamin Mendy,Lorient,DF,699.0,1.0539637645706534,2.1505850292742252,2023-24
Rémy Cabella,Lille,FW,1458.0,5.502562128007412,3.478668333031237,2023-24
Tiemoué Bakayoko,Lorient,MF,1320.0,1.53631126973778,0.5140000507235527,2023-24
Ismael Traoré,Metz,DF,2225.0,1.0283289682120085,0.08978279121220112,2023-24
Corentin Tolisso,Lyon,DF,1764.0,2.9498002268373966,2.180631509050727,2023-24
Grejohn Kyei,Clermont Foot,FW,1014.0,4.9180383663624525,1.2012839950621128,2023-24
Abdoulaye Touré,Le Havre,MF,2314.0,2.778659758158028,0.6587939606979489,2023-24
Morgan Sanson,Nice,MF,2005.0,2.4807587498798966,4.7641644068062305,2023-24
Gautier Lloris,Le Havre,DF,2782.0,2.2394042601808906,0.1668939907103777,2023-24
Laurent Abergel,Lorient,MF,2863.0,0.9182511237449944,2.0591473784297705,2023-24
Hugo Magnetti,Brest,MF,2385.0,2.3243492525070906,1.240470776334405,2023-24
Kenny Lala,Brest,DF,2970.0,0.4887401550076902,3.720995305106044,2023-24
Orel Mangala,Lyon,MF,390.0,0.6318405121564865,0.5445175617933273,2023-24
Leonardo Balerdi,Marseille,DF,2286.0,1.5898108915425837,0.14491049945354462,2023-24
Jean-Charles Castelletto,Nantes,DF,2468.0,0.4380025565624237,1.0735941221937537,2023-24
Mama Baldé,Lyon,FW,521.0,3.156901767477393,2.395954266190529,2023-24
Abdoul Kader Bamba,Nantes,MF,542.0,2.077591747045517,1.301208570599556,2023-24
Jean-Ricner Bellegarde,Strasbourg,FW,270.0,0.5845728665590286,1.346037745475769,2023-24
Hichem Boudaoui,Nice,MF,1609.0,3.5676626646891236,2.251754865050316,2023-24
Modibo Sagnan,Montpellier,DF,1063.0,1.4889334714971483,0.5682838372886181,2023-24
Azz-Eddine Ounahi,Marseille,MF,1234.0,0.9383462257683277,1.6522557511925697,2023-24
Jim Allevinah,Clermont Foot,FW,1915.0,2.7687199637293816,1.344161020591855,2023-24
Elbasan Rashani,Clermont Foot,FW,1173.0,1.8926210356876254,0.6972434092313051,2023-24
Arthur Theate,Rennes,DF,2306.0,2.0051040309481323,0.7494475785642862,2023-24
Eray Cömert,Nantes,DF,1991.0,0.5572396423667669,0.15636929497122765,2023-24
Leny Yoro,Lille,DF,2670.0,2.2766736643388867,0.1037881076335907,2023-24
Ben Seghir,Monaco,FW,404.0,0.8190818913280964,0.4249519109725952,2023-24
Warren Zaïre-Emery,Paris Saint Germain,DF,1967.0,1.787117462605238,2.970772545784712,2023-24
Rasmus Nicolaisen,Toulouse,DF,2929.0,1.4216241789981723,0.5673008300364017,2023-24
Christian Mawissa Elebi,Toulouse,DF,1115.0,0.7378201857209206,0.3464423641562462,2023-24
Hákon Haraldsson,Lille,FW,1280.0,1.2596768289804459,1.6958199627697468,2023-24
Morgan Guilavogui,Lens,FW,493.0,2.304705310612917,1.8569900281727314,2023-24
Yassine Kechta,Le Havre,MF,1868.0,1.6456643836572766,1.6516199680045247,2023-24
Abakar Sylla,Strasbourg,DF,1798.0,2.25918669719249,0.20379478856921196,2023-24
Papa Amadou Diallo,Metz,FW,883.0,2.509009497705847,0.9904705602675676,2023-24
Aiyegun Tosin,Lorient,FW,900.0,1.174021172337234,0.31833386421203613,2023-24
Jeremy Sebas,Strasbourg,FW,391.0,1.0171898305416107,0.04448319599032402,2023-24
Dante,Nice,DF,2847.0,1.5748603288084269,0.851948807016015,2023-24
Jordan Veretout,Marseille,MF,2181.0,2.1600702428258955,5.629450068809092,2023-24
Wahbi Khazri,Montpellier,FW,1151.0,4.432910308241844,1.322423979640007,2023-24
Jordan Amavi,Brest,DF,91.0,0.06818746775388718,0.0,2023-24
Pedro Chirivella,Nantes,MF,2625.0,1.30850313231349,0.8502244986593723,2023-24
Ainsley Maitland-Niles,Lyon,FW,1440.0,3.2190229715779424,1.913672556169331,2023-24
Lucas Hernández,Paris Saint Germain,DF,1937.0,0.5872261431068182,2.1136919744312763,2023-24
Fabián,Paris Saint Germain,MF,1189.0,1.7686488423496485,1.4336949158459902,2023-24
Thilo Kehrer,Monaco,DF,1326.0,0.9344119448214769,0.912460251711309,2023-24
Adam Ounas,Lille,MF,388.0,0.6189610250294209,2.255139661952853,2023-24
Maxime Gonalons,Clermont Foot,MF,1339.0,0.4426813926547766,0.22506644763052464,2023-24
Jordan Ferri,Montpellier,MF,2045.0,0.8777746018022299,1.8114887531846762,2023-24
Issiaga Sylla,Montpellier,DF,1459.0,1.1118053197860718,1.2978583928197622,2023-24
Vincent Le Goff,Lorient,DF,560.0,0.13378017023205757,0.992842554114759,2023-24
Marcus Coco,Nantes,FW,1510.0,1.1307953661307693,1.0208944641053677,2023-24
Adrien Thomasson,Lens,MF,1186.0,4.732723202556372,4.164455230347812,2023-24
Ivan Cavaleiro,Lille,FW,782.0,1.7073889076709747,1.4392605368047953,2023-24
Nolan Mbemba,Le Havre,MF,7.0,0.04534989967942238,0.0,2023-24
Samuel Grandsir,Le Havre,MF,556.0,2.6092693097889423,1.2302608918398619,2023-24
Christopher Jullien,Montpellier,DF,1215.0,1.456346619874239,0.03346018772572279,2023-24
Bilal Boutobba,Clermont Foot,FW,912.0,2.4618160519748926,1.8785869479179382,2023-24
Kevin Danso,Lens,DF,2657.0,2.2954298378899693,0.30831503588706255,2023-24
Niklas Schmidt,Toulouse,MF,1265.0,1.516534423455596,3.1523961946368217,2023-24
Breel Embolo,Monaco,FW,175.0,0.8260157406330109,0.17144322954118252,2023-24
Yann Karamoh,Montpellier,FW,243.0,0.6743476167321205,0.13751722313463688,2023-24
Amine Harit,Marseille,FW,1837.0,2.992945097386837,3.8823818005621433,2023-24
Youssef Maziz,Metz,MF,131.0,0.4085260033607483,0.0428303643129766,2023-24
Yoann Salmier,Le Havre,DF,1570.0,1.4450461836531758,1.3807902336120605,2023-24
Ruben Aguilar,Lens,DF,1934.0,1.777808541432023,3.1522562243044376,2023-24
Samuel Moutoussamy,Nantes,MF,1085.0,2.1231555305421352,0.6587613690644503,2023-24
Angelo Fulgini,Lens,MF,1398.0,3.6937349252402782,3.696188071742654,2023-24
Guillermo Maripán,Monaco,DF,1772.0,0.5276401601731777,0.8011495927348733,2023-24
Youcef Atal,Nice,DF,373.0,0.14236710593104362,0.8520295917987823,2023-24
Jonathan Gradit,Lens,DF,2141.0,0.22225267626345158,0.1320574041455984,2023-24
Kephren Thuram,Nice,MF,2131.0,3.9183114636689425,4.024295303970575,2023-24
Imran Louza,Lorient,MF,874.0,0.9397605489939451,3.3334865644574165,2023-24
Maxence Caqueret,Lyon,MF,3033.0,2.3388336547650397,6.2454175893217325,2023-24
Wilfried Stephane Singo,Monaco,DF,2183.0,0.6674047829583287,1.1527590109035373,2023-24
Moussa Diarra,Toulouse,DF,1391.0,0.36733969300985336,1.3667648024857044,2023-24
Brendan Chardonnet,Brest,DF,2970.0,1.4806034844368696,1.9463304243981838,2023-24
Thomas Delaine,Strasbourg,FW,2074.0,1.9012813149020076,3.375219777226448,2023-24
Mathis Cherki,Lyon,FW,1721.0,5.684411404654384,4.492587501183152,2023-24
Ismail Jakobs,Monaco,DF,1465.0,1.7188143711537123,1.7914068289101124,2023-24
Melvin Bard,Nice,DF,2683.0,0.5778345596045256,2.7300977502018213,2023-24
Logan Costa,Toulouse,DF,2643.0,1.653143205679953,0.5063137877732515,2023-24
Jean Onana,Marseille,MF,553.0,0.7238339576870203,0.10110863484442234,2023-24
Adrien Truffert,Rennes,DF,2145.0,1.2452726271003485,2.754145013168454,2023-24
Chrislain Matsima,"Clermont Foot,Monaco",DF,1472.0,0.27581577003002167,0.04629664123058319,2023-24
Jordan Lotomba,Nice,DF,1822.0,1.3524351436644793,1.3800171203911304,2023-24
Facundo Medina,Lens,DF,2714.0,1.0300949662923813,2.1363372802734375,2023-24
Mohamed Ali-Cho,Nice,FW,875.0,1.1709333825856447,1.5442429296672344,2023-24
Pape Alassane Gueye,Marseille,DF,765.0,0.639775212854147,0.5262564718723297,2023-24
Tinotenda Kadewere,"Lyon,Nantes",FW,1076.0,2.536626670509577,1.2739359010010958,2023-24
Tanguy Coulibaly,Montpellier,FW,620.0,2.2709643244743347,1.060563888400793,2023-24
Lorenz Assignon,Rennes,DF,1010.0,0.4635073374956846,1.762451134622097,2023-24
Luis Henrique,Marseille,FW,773.0,1.092231074348092,0.7575593367218971,2023-24
Jéremy Doku,Rennes,FW,110.0,1.1924280524253845,0.19405369088053703,2023-24
Marvin Senaya,Strasbourg,DF,2130.0,1.1762971673160791,2.6553111616522074,2023-24
Reda Khadra,Reims,FW,1363.0,2.098100846633315,3.5564336143434048,2023-24
Maxime Estève,Montpellier,DF,1002.0,0.43329769652336836,0.24631388671696186,2023-24
Warmed Omari,Rennes,DF,2077.0,0.648391380906105,0.28451000340282917,2023-24
Habib Keita,Clermont Foot,MF,1264.0,0.6384662594646215,0.6892083361744881,2023-24
Andy Diouf,Lens,MF,1351.0,1.498029014095664,1.1004069512709975,2023-24
Myron Boadu,Monaco,MF,71.0,0.7872653752565384,0.0,2023-24
Christopher Wooh,Rennes,DF,1385.0,1.6293416675180197,0.447730029001832,2023-24
Florent Ogier,Clermont Foot,DF,921.0,0.22870128881186247,0.5649861097335815,2023-24
Henrique,Lyon,DF,607.0,0.4164334014058113,0.5064263064414263,2023-24
Gabriel Gudmundsson,Lille,FW,1253.0,1.5891057532280684,1.3782710460945964,2023-24
Nuno Mendes,Paris Saint Germain,DF,259.0,0.3703247234225273,0.8533171117305756,2023-24
Azor Matusiwa,"Reims,Rennes",MF,2186.0,1.1399865420535207,1.1238975645974278,2023-24
Joshua Wilson-Esbrand,Reims,DF,460.0,0.1910467967391014,1.2285603545606136,2023-24
Yohann Magnin,Clermont Foot,FW,1654.0,1.6208317438140512,1.01841514185071,2023-24
Didier Lamkel Zé,Metz,FW,560.0,1.2143923938274384,0.5939076542854309,2023-24
Junior Mwanga,Strasbourg,FW,1474.0,1.1133563751354814,0.9430535584688187,2023-24
Mateusz Wieteska,Clermont Foot,DF,180.0,0.0806244257837534,0.0,2023-24
Ismaily,Lille,DF,2479.0,0.5590428728610277,1.4929571133106947,2023-24
Darline Yongwa,Lorient,DF,1140.0,1.0311737637966871,1.50238286703825,2023-24
Souleymane Isaak Touré,Lorient,DF,2052.0,2.0452666468918324,0.41591945569962263,2023-24
Emmanuel Agbadou,Reims,DF,2601.0,2.312899088487029,1.050631707534194,2023-24
Mohamed Camara,Monaco,MF,1073.0,1.5949666714295745,0.4871107516810298,2023-24
Badredine Bouanani,"Lorient,Nice",FW,583.0,1.3713798243552446,1.3446860872209072,2023-24
Siriné Doucouré,Lorient,FW,422.0,1.0782809853553772,1.0283502545207739,2023-24
Ayman Kari,Lorient,FW,920.0,1.069549836218357,1.0054884646087885,2023-24
Cheick Konate,Clermont Foot,DF,1065.0,0.574148784391582,1.9202979491092265,2023-24
Jeffinho,Lyon,FW,293.0,1.2841922054067254,0.9289669077843428,2023-24
Tom Louchet,Nice,FW,381.0,1.0059647634625435,1.0139359273016453,2023-24
Emran Soglo,Marseille,MF,118.0,0.06254880130290985,0.05938415601849556,2023-24
Joseph Okumu,Reims,DF,1737.0,1.1647935397922993,0.0,2023-24
Tiago Santos,Lille,DF,2362.0,1.2542755771428347,2.645004451274872,2023-24
Óscar Cortés,Lens,MF,30.0,0.4433479309082031,0.6105575561523438,2023-24
Cristian Cásseres Jr.,Toulouse,MF,1964.0,1.4494038056582212,2.040348768234253,2023-24
César Gelabert,Toulouse,FW,771.0,0.9986520819365978,1.647264525294304,2023-24
Lucas Mincarelli Davin,Montpellier,DF,996.0,0.5185244949534535,0.7111035995185375,2023-24
Lamine Camara,Metz,MF,2277.0,1.8555652080103755,3.5246365256607533,2023-24
Arthur Atta,Metz,MF,915.0,1.007412069477141,1.9343109894543886,2023-24
Simon Elisor,Metz,FW,785.0,2.0553249157965183,0.849286824464798,2023-24
Andrey Santos,Strasbourg,MF,826.0,1.013881241902709,0.5879655871540308,2023-24
